Регион;Округ;Год;Направления реализации государственной молодeжной политики;№ строки; Бюджет СРФ, руб ; Бюджет МО, руб ; Кол-во грантов ; Бюджет грантов, руб ; Численность молодeжи, задействованной в программных мероприятиях по направлению ; Количество детских и молодeжных общественных объединений, работающих по данному  
Калининградская область;СЗФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11;10113750;1201068;;;1695;3
Калининградская область;СЗФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12;535000;10104383;;;5417;4
Калининградская область;СЗФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13;10252021;29315332;5;1105651;31348;10
Калининградская область;СЗФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14;23853730;741445;7;5680615;9733;6
Калининградская область;СЗФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15;2143186;4905889;26;5071692;19282;
Калининградская область;СЗФО;2021;Формирование у молодeжи семейных ценностей;16;;332404;;;13209;4
Калининградская область;СЗФО;2021;Патриотическое воспитание молодeжи, в том числе:;17;3746159;6596898;2;1760417;23523;423
Калининградская область;СЗФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18;;916584;;;4198;260
Калининградская область;СЗФО;2021;      поисковых отрядов и объединений;19;;200000;;;284;9
Калининградская область;СЗФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20;;37750;;;1084;27
Калининградская область;СЗФО;2021;      молодeжных казачьих объединений;21;;38000;;;99;6
Калининградская область;СЗФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22;;516426;;;4159;94
Калининградская область;СЗФО;2021;      другие;23;3746159;4888138;2;1760417;13699;27
Калининградская область;СЗФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24;76751089;586653;;;16515;9
Калининградская область;СЗФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25;10081648;1201039;5;2332850;49012;130
Калининградская область;СЗФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26;1308393;33076582;6;1258393;37941;11
Калининградская область;СЗФО;2021;Развитие молодeжного самоуправления;27;897969;127810;2;536207;4173;
Калужская область;ЦФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1; -   ;686296; -   ; -   ;2762;54
Калужская область;ЦФО;2021;      биомедицина;2; -   ; -   ; -   ; -   ;158;4
Калужская область;ЦФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3; -   ; -   ; -   ; -   ;90;1
Калужская область;ЦФО;2021;      аэрокосмос;4; -   ; -   ; -   ; -   ;515;1
Калужская область;ЦФО;2021;      сельское хозяйство;5; -   ;8130; -   ; -   ;543;16
Калужская область;ЦФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6; -   ;263750; -   ; -   ;429;22
Калужская область;ЦФО;2021;      другое;7; -   ;414416; -   ; -   ;1027;10
Калужская область;ЦФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8;2774080;433800; -   ; -   ;1754;9
Калужская область;ЦФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9; -   ; -   ; -   ; -   ;1209;63
Калужская область;ЦФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10; -   ; -   ; -   ; -   ;5;
Калужская область;ЦФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11;224975;196904; -   ; -   ;1147;8
Калужская область;ЦФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12;275000;368899; -   ; -   ;1356;13
Калужская область;ЦФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13;2857990;1328382; -   ; -   ;62977;214
Калужская область;ЦФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14;2061800;108632; -   ; -   ;8086;60
Калужская область;ЦФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15;300000;351592; -   ; -   ;17889;
Калужская область;ЦФО;2021;Формирование у молодeжи семейных ценностей;16; -   ;89300; -   ; -   ;11693;23
Калужская область;ЦФО;2021;Патриотическое воспитание молодeжи, в том числе:;17;1264749;4971823; -   ; -   ;62353;418
Калужская область;ЦФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18;436123;1012114; -   ; -   ;4806;108
Калужская область;ЦФО;2021;      поисковых отрядов и объединений;19;445630;100000; -   ; -   ;614;20
Калужская область;ЦФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20;17200; -   ; -   ; -   ;2584;103
Калужская область;ЦФО;2021;      молодeжных казачьих объединений;21; -   ; -   ; -   ; -   ;68;4
Калужская область;ЦФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22;48000;29000; -   ; -   ;16720;144
Калужская область;ЦФО;2021;      другие;23;317796;3830709; -   ; -   ;37561;39
Калужская область;ЦФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24;10600;133000; -   ; -   ;14070;73
Калужская область;ЦФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25;2200000;272536; -   ; -   ;16641;221
Калужская область;ЦФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26;250000;5746702; -   ; -   ;60044;215
Калужская область;ЦФО;2021;Развитие молодeжного самоуправления;27;1877000;18613; -   ; -   ;7872;
Камчатский край;ДФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1;1133974;147750; -   ; -   ;525;16
Камчатский край;ДФО;2021;      биомедицина;2; -   ; -   ; -   ; -   ; -   ; -   
Камчатский край;ДФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3; -   ; -   ; -   ; -   ;25;2
Камчатский край;ДФО;2021;      аэрокосмос;4; -   ; -   ; -   ; -   ; -   ; -   
Камчатский край;ДФО;2021;      сельское хозяйство;5; -   ; -   ; -   ; -   ; -   ; -   
Камчатский край;ДФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6;52478;108000; -   ; -   ;288;8
Камчатский край;ДФО;2021;      другое;7;1081496;39750; -   ; -   ;212;6
Камчатский край;ДФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8;810000;50000; -   ; -   ;1028;17
Камчатский край;ДФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9;16000;215280; -   ; -   ;83;12
Камчатский край;ДФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10;15000; -   ; -   ; -   ;26;
Камчатский край;ДФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11;3434353;459880; -   ; -   ;18;7
Камчатский край;ДФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12;1190000;316300; -   ; -   ;1576;19
Камчатский край;ДФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13;9231905;7785973; -   ; -   ;47610;150
Камчатский край;ДФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14;8966576;36364919; -   ; -   ;2418;10
Камчатский край;ДФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15;6613564;2850000;37;8763564;48;
Камчатский край;ДФО;2021;Формирование у молодeжи семейных ценностей;16;66763759;26966263;; -   ;5582;5
Камчатский край;ДФО;2021;Патриотическое воспитание молодeжи, в том числе:;17;3050577;8951808; -   ; -   ;48250;132
Камчатский край;ДФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18;175000;685520; -   ; -   ;1442;44
Камчатский край;ДФО;2021;      поисковых отрядов и объединений;19; -   ; -   ; -   ; -   ;125;4
Камчатский край;ДФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20;20000; -   ; -   ; -   ;120;1
Камчатский край;ДФО;2021;      молодeжных казачьих объединений;21; -   ; -   ; -   ; -   ; -   ; -   
Камчатский край;ДФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22;29426;34600; -   ; -   ;350;18
Камчатский край;ДФО;2021;      другие;23;2826151;8231688; -   ; -   ;46213;65
Камчатский край;ДФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24;2906807;237548; -   ; -   ;2675;7
Камчатский край;ДФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25;4257064;764916; -   ; -   ;9655;133
Камчатский край;ДФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26;10969666;12377925; -   ; -   ;24584;9
Камчатский край;ДФО;2021;Развитие молодeжного самоуправления;27;500000;474797; -   ; -   ;439;
Карачаево-Черкесская Республика;СКФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1; -   ; -   ; -   ; -   ; -   ; -   
Карачаево-Черкесская Республика;СКФО;2021;      биомедицина;2;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;      аэрокосмос;4;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;      сельское хозяйство;5;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;      другое;7;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;Формирование у молодeжи семейных ценностей;16;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;Патриотическое воспитание молодeжи, в том числе:;17; -   ; -   ; -   ; -   ; -   ; -   
Карачаево-Черкесская Республика;СКФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;      поисковых отрядов и объединений;19;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;      молодeжных казачьих объединений;21;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;      другие;23;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26;;;;;;
Карачаево-Черкесская Республика;СКФО;2021;Развитие молодeжного самоуправления;27;;;;;;
Кемеровская область;СФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1;300000;4651000;3;95362;14480;105
Кемеровская область;СФО;2021;      биомедицина;2; -   ; -   ; -   ; -   ; -   ; -   
Кемеровская область;СФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3; -   ; -   ; -   ; -   ;405;3
Кемеровская область;СФО;2021;      аэрокосмос;4; -   ; -   ; -   ; -   ;5;2
Кемеровская область;СФО;2021;      сельское хозяйство;5; -   ; -   ; -   ; -   ;1364;20
Кемеровская область;СФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6; -   ;4604000;1; -   ;8726;52
Кемеровская область;СФО;2021;      другое;7;300000;47000;2;95362;3980;28
Кемеровская область;СФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8;80000;952129; -   ; -   ;5565;92
Кемеровская область;СФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9; -   ;64000; -   ; -   ;7897;101
Кемеровская область;СФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10;1862800;83112; -   ; -   ;450;
Кемеровская область;СФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11; -   ; -   ; -   ; -   ;2700;2
Кемеровская область;СФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12;13362933;9793416;5;1942750;6151;69
Кемеровская область;СФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13;2440937;219589648;2;594234;190000;1038
Кемеровская область;СФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14;9347800;7491271; -   ;81607800;38311;171
Кемеровская область;СФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15;23561400;392675;28;19850000;152628;
Кемеровская область;СФО;2021;Формирование у молодeжи семейных ценностей;16;800000;286440; -   ; -   ;26802;189
Кемеровская область;СФО;2021;Патриотическое воспитание молодeжи, в том числе:;17;757700;4399320;1;69855;65657;566
Кемеровская область;СФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18;125000;3100901; -   ; -   ;12154;143
Кемеровская область;СФО;2021;      поисковых отрядов и объединений;19;200000;28; -   ; -   ;1575;47
Кемеровская область;СФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20; -   ;5000; -   ; -   ;5882;127
Кемеровская область;СФО;2021;      молодeжных казачьих объединений;21; -   ;100000; -   ; -   ;102;6
Кемеровская область;СФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22; -   ;387707;1;69855;15507;188
Кемеровская область;СФО;2021;      другие;23;432700;805684; -   ; -   ;30437;55
Кемеровская область;СФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24; -   ;296000; -   ; -   ;18926;471
Кемеровская область;СФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25;455400;1432386;1;1200000;138861;446
Кемеровская область;СФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26;900000;40149075;1;262000;140164;143
Кемеровская область;СФО;2021;Развитие молодeжного самоуправления;27;1648200;316833; -   ;1940;;
Кировская область;ПФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1;94120;12900; -   ; -   ;6316;36
Кировская область;ПФО;2021;      биомедицина;2; -   ; -   ; -   ; -   ; -   ; -   
Кировская область;ПФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3; -   ; -   ; -   ; -   ;692;3
Кировская область;ПФО;2021;      аэрокосмос;4; -   ; -   ; -   ; -   ; -   ; -   
Кировская область;ПФО;2021;      сельское хозяйство;5; -   ; -   ; -   ; -   ;78;2
Кировская область;ПФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6;94120;3000; -   ; -   ;3475;19
Кировская область;ПФО;2021;      другое;7; -   ;9900; -   ; -   ;2071;12
Кировская область;ПФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8;18474;113070; -   ; -   ;4175;55
Кировская область;ПФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9; -   ;74000; -   ; -   ;2127;64
Кировская область;ПФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10;5408561;15000; -   ; -   ;1401;
Кировская область;ПФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11;1753149;1000; -   ; -   ;4054;21
Кировская область;ПФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12;45405;436702; -   ; -   ;24235;155
Кировская область;ПФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13;16709595;879425;1;500000;171795;427
Кировская область;ПФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14;1175930;953159; -   ; -   ;20154;96
Кировская область;ПФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15;98000;127926;1;499837;39957;
Кировская область;ПФО;2021;Формирование у молодeжи семейных ценностей;16;1163031;360875; -   ; -   ;27039;86
Кировская область;ПФО;2021;Патриотическое воспитание молодeжи, в том числе:;17;1119523;3067430; -   ; -   ;224714;259
Кировская область;ПФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18; -   ;2456966; -   ; -   ;12836;80
Кировская область;ПФО;2021;      поисковых отрядов и объединений;19;311285;170440; -   ; -   ;5398;21
Кировская область;ПФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20; -   ;6500; -   ; -   ;6789;45
Кировская область;ПФО;2021;      молодeжных казачьих объединений;21; -   ; -   ; -   ; -   ;106;5
Кировская область;ПФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22;301132;106850; -   ; -   ;14660;87
Кировская область;ПФО;2021;      другие;23;507106;326674; -   ; -   ;184925;21
Кировская область;ПФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24;383831;106000; -   ; -   ;58055;71
Кировская область;ПФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25;661460;489441;1;474000;222688;227
Кировская область;ПФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26;17772;1644677; -   ; -   ;113051;266
Кировская область;ПФО;2021;Развитие молодeжного самоуправления;27;10000;150585; -   ; -   ;19021;
Костромская область;ЦФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1;35000;1078796; -   ; -   ;5468;101
Костромская область;ЦФО;2021;      биомедицина;2; -   ; -   ; -   ; -   ; -   ; -   
Костромская область;ЦФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3;; -   ; -   ; -   ;73;6
Костромская область;ЦФО;2021;      аэрокосмос;4; -   ; -   ; -   ; -   ; -   ; -   
Костромская область;ЦФО;2021;      сельское хозяйство;5;35000;; -   ; -   ;846;28
Костромская область;ЦФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6; -   ; -   ; -   ; -   ;580;21
Костромская область;ЦФО;2021;      другое;7; -   ;1078796; -   ; -   ;3969;46
Костромская область;ЦФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8;;193344; -   ; -   ;8423;36
Костромская область;ЦФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9;40000;25914; -   ; -   ;3892;54
Костромская область;ЦФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10;6068;150955; -   ; -   ;166;
Костромская область;ЦФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11;554752;2500; -   ; -   ;5717;10
Костромская область;ЦФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12; -   ;908366; -   ; -   ;3023;60
Костромская область;ЦФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13;395937;1508764;1;30000;92637;450
Костромская область;ЦФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14;2397731;2192421; -   ; -   ;23958;130
Костромская область;ЦФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15;5165;126524; -   ; -   ;45037;
Костромская область;ЦФО;2021;Формирование у молодeжи семейных ценностей;16;65000;133089; -   ; -   ;30505;78
Костромская область;ЦФО;2021;Патриотическое воспитание молодeжи, в том числе:;17;928309;1892545; -   ; -   ;188723;456
Костромская область;ЦФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18;260795;410376; -   ; -   ;28917;138
Костромская область;ЦФО;2021;      поисковых отрядов и объединений;19;120000;252140; -   ; -   ;10456;15
Костромская область;ЦФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20; -   ;4200; -   ; -   ;6450;32
Костромская область;ЦФО;2021;      молодeжных казачьих объединений;21; -   ;1100; -   ; -   ;170;6
Костромская область;ЦФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22;54405;237246; -   ; -   ;24034;124
Костромская область;ЦФО;2021;      другие;23;493109;987483; -   ; -   ;118696;141
Костромская область;ЦФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24;189800;44786; -   ; -   ;39258;63
Костромская область;ЦФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25;627600;696763;1;30000;78289;194
Костромская область;ЦФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26;52920;855616;1;30000;73292;330
Костромская область;ЦФО;2021;Развитие молодeжного самоуправления;27; -   ;64492;1;30000;17752;
Краснодарский край;ЮФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1;2064229;403699;11;541265;11736;10
Краснодарский край;ЮФО;2021;      биомедицина;2; -   ; -   ; -   ; -   ;90; -   
Краснодарский край;ЮФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3; -   ; -   ; -   ; -   ;93; -   
Краснодарский край;ЮФО;2021;      аэрокосмос;4; -   ; -   ;1;491265;1; -   
Краснодарский край;ЮФО;2021;      сельское хозяйство;5; -   ;10000; -   ; -   ;256;6
Краснодарский край;ЮФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6; -   ; -   ; -   ; -   ;266;2
Краснодарский край;ЮФО;2021;      другое;7;2064229;393699;10;50000;11030;2
Краснодарский край;ЮФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8; -   ;1803904;11;18480554;1980;22
Краснодарский край;ЮФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9;796152;1595817;1;494371;46502;13
Краснодарский край;ЮФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10; -   ;238400; -   ; -   ;68;
Краснодарский край;ЮФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11; -   ;2640900; -   ; -   ;4290;10
Краснодарский край;ЮФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12; -   ;2403277;1;801033;28824;40
Краснодарский край;ЮФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13;3649930;15098918;1;839924;210060;58
Краснодарский край;ЮФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14;13962500;18865974;1;1140648;51812;10
Краснодарский край;ЮФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15;9400000;2145638;4;1050000;62475;
Краснодарский край;ЮФО;2021;Формирование у молодeжи семейных ценностей;16; -   ;3845910;2;936010;55268;21
Краснодарский край;ЮФО;2021;Патриотическое воспитание молодeжи, в том числе:;17;3345200;27633772;14;16305314;2000265;108
Краснодарский край;ЮФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18;497105;7012861;2;830710;898011;37
Краснодарский край;ЮФО;2021;      поисковых отрядов и объединений;19; -   ;358326;1;932609;12842;14
Краснодарский край;ЮФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20; -   ;52048; -   ; -   ;42637;7
Краснодарский край;ЮФО;2021;      молодeжных казачьих объединений;21;767000;94898; -   ; -   ;38568;23
Краснодарский край;ЮФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22; -   ;322947; -   ; -   ;32474;22
Краснодарский край;ЮФО;2021;      другие;23;2081095;19792692;11;14541995;975733;5
Краснодарский край;ЮФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24;1712534;3210277;2;2440290;187093;71
Краснодарский край;ЮФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25;2601422;7216104;2;1321447;583616;75
Краснодарский край;ЮФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26;87564715;22971432;8;8259745;916471;68
Краснодарский край;ЮФО;2021;Развитие молодeжного самоуправления;27;841800;2831656; -   ; -   ;198816;
Красноярский край;СФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1;1158091;615069;13;234683;4464;53
Красноярский край;СФО;2021;      биомедицина;2; -   ; -   ; -   ; -   ; -   ; -   
Красноярский край;СФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3; -   ; -   ; -   ; -   ;120;2
Красноярский край;СФО;2021;      аэрокосмос;4; -   ; -   ; -   ; -   ; -   ; -   
Красноярский край;СФО;2021;      сельское хозяйство;5;3000;320800;1;10000;642;3
Красноярский край;СФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6;499060;284269;7;68436;1584;31
Красноярский край;СФО;2021;      другое;7;656031;10000;5;156247;2118;17
Красноярский край;СФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8; -   ;59574;33;846969;1484;33
Красноярский край;СФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9;2271030;181928;16;313680;551;68
Красноярский край;СФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10;1962730;302330; -   ; -   ;126;
Красноярский край;СФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11;33280105;140178; -   ; -   ;1502;3
Красноярский край;СФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12;600;1978438;26;373415;8004;136
Красноярский край;СФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13;5116893;17667244;118;6161755;106836;301
Красноярский край;СФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14;2033033;7282448;73;837282;32817;97
Красноярский край;СФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15;1243602;1986473;34;9811200;14886;
Красноярский край;СФО;2021;Формирование у молодeжи семейных ценностей;16;3000;276040;14;257930;7062;28
Красноярский край;СФО;2021;Патриотическое воспитание молодeжи, в том числе:;17;2173813;13904377;86;5558253;44849;350
Красноярский край;СФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18;1049556;7920932;23;3337800;21500;213
Красноярский край;СФО;2021;      поисковых отрядов и объединений;19;9350;516817; -   ; -   ;797;20
Красноярский край;СФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20; -   ;928721;13;1443648;1037;21
Красноярский край;СФО;2021;      молодeжных казачьих объединений;21;26200;6000; -   ; -   ;245;10
Красноярский край;СФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22;23060;350032;3;29856;3547;39
Красноярский край;СФО;2021;      другие;23;1065647;4181875;47;746949;17723;47
Красноярский край;СФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24;2000000;1004299;3;47906;46902;20
Красноярский край;СФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25;16105512;928901;37;72943;39927;202
Красноярский край;СФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26;1115919;3965659;53;3502993;44620;132
Красноярский край;СФО;2021;Развитие молодeжного самоуправления;27;2700000;77000;25;585802;4819;
Курганская область;УФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1;450820;155000;3;14000;2932;58
Курганская область;УФО;2021;      биомедицина;2;105000; -   ; -   ; -   ;38; -   
